parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-30-01-02-000,ARCADIA R LN,"$6,000.00",,,,,,,,
81-30-01-04-000,ARCADIA LN,"$2,500.00",,,,,,,,
81-31-01-02-000,1100 -1114 CALVERT ST S,"$93,700.00",1,1973,3,1,1,1200,YES,1200
81-31-01-02-002,1098 CALVERT ST,"$15,900.00",,,,,,,,
81-33-01-01-000,880 WAYNE AVE,"$35,200.00",1,1925,2,1,0,800,YES,1000
81-33-01-05-000,882 DILLON RD,"$37,700.00",1,1997,3,2,0,1056,NO,0
81-34-01-01-000,WAYNE AVE,"$1,900.00",,,,,,,,
81-28-01-03-000,1040 ARCADIA LN,"$1,400.00",,,,,,,,
81-28-01-06-000,988 WAYNE AVE,"$3,200.00",,,,,,,,
81-28-02-01-000,1030 WAYNE AVE,"$106,700.00",1,1962,3,2,0,1506,YES,1176
