parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
17-19-01-70-550,3702 COLONY HILL DR,"$105,200.00",1,2004,2,2,0,912,NO,0
17-19-01-72-550,3696 COLONY HILL DR,"$121,600.00",1,2004,3,2,0,1152,NO,0
17-19-01-80-550,3734 COLONY HILL DR,"$105,200.00",1,2004,2,2,0,912,NO,0
17-19-01-81-550,3732 COLONY HILL DR,"$101,400.00",1,2004,2,2,0,912,NO,0
17-19-01-86-550,3748 COLONY HILL DR,"$101,400.00",1,2004,2,2,0,912,NO,0
17-19-01-87-550,3750 COLONY HILL DR,"$121,600.00",1,2004,3,2,0,1152,NO,0
17-19-01-88-550,3754 COLONY HILL DR,"$88,500.00",1,2004,2,1,0,864,NO,0
17-19-01-92-550,3752 COLONY HILL DR,"$121,600.00",1,2004,3,2,0,1152,NO,0
17-19-01-63-550,3684 COLONY HILL DR,"$88,500.00",1,2004,2,1,0,864,NO,0
17-19-01-64-550,3682 COLONY HILL DR,"$96,600.00",1,2004,2,1,0,864,NO,0
