parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-06-02-19-000,956 PUTNAM AVE,"$38,400.00",2,1901,5,3,0,2748,YES,687
81-06-02-22-000,961 MOXAHALA AVE,"$2,500.00",,,,,,,,
81-06-02-25-000,951 MOXAHALA AVE,"$15,300.00",1,1901,3,1,0,755,YES,377
81-07-01-02-000,1006 MOXAHALA AVE,"$32,900.00",1,1901,2,1,0,984,YES,352
81-07-01-04-000,1016 MOXAHALA AVE,"$24,600.00",2,1901,2,1,0,980,YES,196
81-07-01-06-000,1024 MOXAHALA AVE,"$25,700.00",1.5,1901,3,1,0,1458,YES,256
81-07-01-07-000,1032 MOXAHALA AVE,"$3,000.00",,,,,,,,
81-07-01-08-000,1024 MOXAHALA AVE,$500.00,,,,,,,,
81-07-01-13-001,MOXAHALA AVE,$300.00,,,,,,,,
81-07-01-15-000,1056 MOXAHALA AVE,"$27,000.00",1.5,1901,3,1,1,1352,YES,308
