parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-11-01-03-000,JEWETT DR,"$1,500.00",,,,,,,,
81-11-03-03-000,1434 LAKE DR,"$130,000.00",,,,,,,,
81-11-03-05-000,LAKE DR,"$23,200.00",,,,,,,,
81-12-01-01-000,1312 JEWETT DR,"$32,200.00",1,1901,2,1,0,1195,YES,577
81-12-01-04-000,1321 WOODLAWN AVE,"$23,710.00",2,1901,2,1,0,1036,YES,420
81-12-01-08-000,1334 JEWETT DR,"$41,160.00",2,1901,4,1,0,1690,YES,1064
81-12-01-18-000,WOODLAWN AVE,"$17,300.00",,,,,,,,
81-12-01-19-000,NOT ON FILE,"$6,400.00",,,,,,,,
81-12-01-20-000,NOT ON FILE,"$13,600.00",,,,,,,,
81-12-02-02-000,1306 LAKE DR,"$37,800.00",2,1901,3,1,1,1382,YES,345
