parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-60-01-01-000,WHEELING AVE,$200.00,,,,,,,,
81-60-01-04-000,1422 WHEELING AVE,"$55,500.00",1,1927,3,1,0,1074,YES,1064
81-60-01-06-000,8 CERAMIC AVE,"$58,800.00",2,1910,3,1,2,1592,YES,796
81-60-01-10-000,30 CERAMIC AVE,"$49,200.00",2,1918,3,2,0,1500,YES,750
81-60-01-14-000,EAST ST,$900.00,,,,,,,,
81-60-01-17-000,1443 EAST AVE,"$1,000.00",,,,,,,,
81-60-01-18-000,1443 EAST AVE,"$1,000.00",,,,,,,,
81-60-02-05-000,29 CERAMIC AVE,"$54,700.00",1,1930,2,2,0,1180,YES,1120
81-60-02-07-000,1386 WHEELING AVE,"$24,200.00",1,1920,2,1,0,802,YES,401
81-60-02-15-000,1356 WHEELING AVE,"$66,800.00",2,1926,4,1,0,1508,YES,987
