parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
17-75-05-16-001,OAK MEADOW LN,"$5,800.00",,,,,,,,
17-07-01-03-000,1315 FAIRVIEW RD,"$69,660.00",,,,,,,,
17-19-01-04-002,3784 FRAZEYSBURG RD,"$2,544,500.00",,,,,,,,
17-19-01-09-550,3721 LEASURE CT,"$116,200.00",1,1998,2,2,0,1100,NO,0
17-19-01-20-561,3755 COLONY HILL DR,"$131,100.00",2,1999,3,2,1,1500,NO,0
17-19-01-24-557,3736 S LEASURE CT,"$105,800.00",1,2000,3,2,0,1100,NO,0
17-19-01-28-565,3790 COLONY HILL DR,"$139,900.00",2,2000,3,2,1,1850,NO,0
17-19-01-32-569,3776 COLONY HILL DR,"$139,900.00",2,2000,3,2,1,1850,NO,0
17-19-01-34-571,3724 LEASURE CT,"$116,200.00",1,2000,2,2,0,1100,NO,0
17-19-01-38-550,3705 COLONY HILL DR,"$121,600.00",1,2004,3,2,0,1152,NO,0
