parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-15-02-01-000,239 WELLER,"$265,100.00",,,,,,,,
81-15-02-09-000,PUTNAM AVE,"$5,700.00",,,,,,,,
81-15-02-10-000,915 PUTNAM AVE,"$475,000.00",,,,,,,,
81-16-01-01-000,731 PUTNAM AVE,"$38,200.00",2,1890,5,2,0,2276,YES,1138
81-16-01-02-000,735 PUTNAM AVE,"$34,500.00",2,1900,5,1,1,2799,YES,1268
81-16-01-03-000,739 PUTNAM AVE,"$17,500.00",2,1900,3,1,1,1910,YES,477
81-16-01-06-000,753 PUTNAM AVE,"$32,700.00",,,,,,,,
81-16-01-09-000,763 PUTNAM AVE,"$153,400.00",,,,,,,,
81-16-01-17-000,754 WOODLAWN AVE,"$2,100.00",,,,,,,,
81-16-01-23-000,732 WOODLAWN AVE,"$23,000.00",1,1901,2,1,0,864,YES,864
