parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-16-01-04-000,743 PUTNAM AVE,"$40,200.00",2,1913,3,1,1,1440,YES,720
81-16-01-15-000,235 HARRISON ST,$800.00,,,,,,,,
81-16-01-19-000,750 WOODLAWN AVE,"$6,000.00",2,1901,2,1,0,1130,YES,242
81-16-01-21-000,742 WOODLAWN AVE,"$23,300.00",1,1930,3,1,0,1075,YES,537
81-16-02-05-000,228 HARRISON ST,"$23,900.00",1,1901,2,1,0,961,YES,480
81-09-05-05-000,118 ONTARIO ST,"$25,200.00",2,1901,3,1,0,1260,YES,630
81-09-05-12-000,1450 PUTNAM AVE,"$6,100.00",,,,,,,,
81-09-06-03-000,1400 MOXAHALA AVE,"$210,800.00",,,,,,,,
81-10-01-02-000,MOXAHALA AVE,"$9,800.00",,,,,,,,
81-10-02-02-000,1506 PUTNAM AVE,"$28,900.00",2,1901,3,1,1,1759,YES,401
