parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-60-02-26-000,1329 PALLAS AVE,"$35,900.00",2,1928,3,1,1,1608,YES,780
81-60-02-28-000,1334 PALLAS AVE,"$40,300.00",1,1930,3,1,0,780,YES,780
81-57-03-41-000,964 HARVEY ST,$500.00,,,,,,,,
81-57-03-49-000,930 HARVEY ST,"$16,400.00",2,1860,4,2,0,1456,YES,728
81-57-03-55-000,917 MARIETTA ST,"$30,100.00",2,1905,3,1,0,1800,YES,900
81-57-03-56-000,921 MARIETTA ST,"$1,000.00",,,,,,,,
81-57-03-65-000,967 MARIETTA ST,"$1,500.00",,,,,,,,
81-57-03-67-000,979 MARIETTA ST,"$13,900.00",1,1875,3,1,0,1032,YES,576
81-57-03-68-000,981 MARIETTA ST,"$1,000.00",,,,,,,,
81-57-03-71-000,MARIETTA ST,$500.00,,,,,,,,
