parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-08-01-09-000,1112 MOXAHALA AVE,"$33,900.00",1,1901,3,2,0,846,YES,846
81-08-01-19-000,1147 MUSKINGUM AVE,"$17,200.00",2,1901,2,1,0,1166,YES,470
81-08-02-03-000,1110 PUTNAM AVE,"$4,900.00",,,,,,,,
81-08-02-04-000,1116 PUTNAM AVE,"$27,300.00",2,1901,4,1,0,1608,YES,402
81-05-02-20-000,MUSKINGUM AVE,"$14,200.00",,,,,,,,
81-05-03-05-000,802 PUTNAM AVE,"$61,800.00",1,1860,0,1,0,2306,YES,1153
81-05-03-06-000,808 PUTNAM AVE,"$5,600.00",,,,,,,,
81-05-03-09-000,814 PUTNAM AVE,"$1,900.00",,,,,,,,
81-05-03-10-000,814 PUTNAM AVE,"$5,300.00",,,,,,,,
81-05-03-14-000,850 PUTNAM AVE,"$20,000.00",2,1901,3,1,0,1628,YES,407
