parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-57-03-64-000,961 MARIETTA ST,"$20,900.00",1,1901,2,1,0,1128,YES,1128
81-57-03-77-000,1017 MARIETTA ST,$800.00,,,,,,,,
81-57-03-80-000,1027 MARIETTA ST,"$17,700.00",2,1895,3,1,0,1840,YES,920
81-57-03-85-000,1045 MARIETTA ST,$800.00,,,,,,,,
81-57-03-86-000,MARIETTA ST,$400.00,,,,,,,,
81-57-03-88-000,1053 MARIETTA ST,$800.00,,,,,,,,
81-57-03-90-000,1059 MARIETTA ST,"$1,400.00",,,,,,,,
81-57-03-93-000,1067 MARIETTA ST,"$1,000.00",,,,,,,,
81-58-01-05-000,1054 WHEELING AVE,"$17,900.00",2,1901,4,1,0,1560,YES,480
81-58-01-10-000,1034 WHEELING AVE,"$30,700.00",2,1900,4,4,0,3424,YES,1640
