parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
17-19-01-67-550,3680 COLONY HILL DR,"$121,600.00",1,2004,3,2,0,1152,NO,0
17-19-01-71-550,3700 COLONY HILL DR,"$101,400.00",1,2004,2,2,0,912,NO,0
17-19-01-73-550,3718 COLONY HILL DR,"$88,500.00",1,2004,2,1,0,864,NO,0
17-19-01-74-550,3714 COLONY HILL DR,"$96,600.00",1,2004,2,1,0,864,NO,0
17-19-01-75-550,3710 COLONY HILL DR,"$105,200.00",1,2004,3,2,0,912,NO,0
17-19-01-76-550,3712 COLONY HILL DR,"$101,400.00",1,2004,2,2,0,912,NO,0
17-19-01-83-550,3744 COLONY HILL DR,"$88,500.00",1,2004,2,1,0,864,NO,0
17-19-01-89-550,3756 COLONY HILL DR,"$96,600.00",1,2004,2,1,0,864,NO,0
17-19-03-03-700,MAPLE AVE,"$295,200.00",,,,,,,,
17-19-03-01-700,MAPLE AVE,"$297,600.00",,,,,,,,
