parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-08-01-17-000,1144 MOXAHALA AVE,"$8,200.00",2,1901,2,1,0,1134,YES,483
81-08-01-18-000,27 JOHNSON ST,"$18,200.00",1,1940,2,1,0,720,YES,360
81-08-01-25-900,MUSKINGUM AVE,"$23,800.00",,,,,,,,
81-08-02-02-000,1104 PUTNAM AVE,"$4,900.00",,,,,,,,
81-08-02-09-000,1136 PUTNAM AVE,"$1,300.00",,,,,,,,
81-08-02-12-000,1146 PUTNAM AVE,"$53,100.00",2,1901,5,3,0,2688,YES,788
81-08-04-17-000,1235 PUTNAM AVE,"$2,700.00",,,,,,,,
81-08-04-18-000,1227 PUTNAM AVE,"$33,100.00",2,1901,6,2,0,2496,YES,224
81-08-04-22-000,1213 PUTNAM AVE,"$2,200.00",,,,,,,,
81-08-05-04-000,1206 PUTNAM AVE,"$36,300.00",2,1901,2,1,0,1202,YES,351
