parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-08-02-13-000,1143 MOXAHALA AVE,"$61,400.00",2,1901,4,2,0,2195,YES,1255
81-08-02-18-000,1125 MOXAHALA AVE,"$18,500.00",2,1920,2,1,0,1204,YES,98
81-08-02-20-000,1115 MOXAHALA AVE,"$29,100.00",1,1935,2,1,0,840,YES,420
81-08-03-08-000,1130 WOODLAWN AVE,"$27,700.00",2,1901,3,2,0,1504,YES,224
81-08-03-14-000,1141 PUTNAM AVE,"$22,200.00",2,1901,2,1,0,1080,YES,240
81-08-03-22-000,1107 PUTNAM AVE,"$24,200.00",2,1901,4,1,0,2080,YES,480
81-08-04-03-000,1204 WOODLAWN AVE,"$16,300.00",1,1930,1,1,0,757,YES,757
81-08-04-05-000,1212 WOODLAWN AVE,"$20,700.00",2,1901,2,1,0,1008,YES,378
81-08-04-13-000,1246 WOODLAWN AVE,"$2,100.00",,,,,,,,
81-08-04-16-000,1239 PUTNAM AVE,"$2,700.00",,,,,,,,
