parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
17-19-01-91-550,3758 COLONY HILL DR,"$101,400.00",1,2004,2,2,0,912,NO,0
17-19-03-04-702,MAPLE AVE,"$61,700.00",,,,,,,,
17-19-03-05-708,3825 GORSKY DR,"$33,100.00",,,,,,,,
17-19-03-37-000,MAPLE AVE,"$15,300.00",,,,,,,,
17-19-03-46-000,1398 COLBURN DR,"$288,500.00",2,2008,4,3,1,3152,YES,1744
17-19-03-50-000,1415 BART LN,"$244,800.00",1,2003,3,3,1,1952,YES,1952
17-19-03-52-000,1437 BART LN,"$236,400.00",1,2002,3,2,1,2464,YES,2448
17-19-03-64-000,1362 COLBURN DR,"$36,500.00",,,,,,,,
17-19-03-65-000,1357 COLBURN DR,"$37,400.00",,,,,,,,
17-19-03-67-000,1365 COLBURN DR,"$226,100.00",2,2003,4,2,1,2520,YES,1260
