parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-18-01-06-000,450 WOODLAWN AVE,"$8,900.00",,,,,,,,
81-18-01-08-000,225 JEFFERSON ST,"$59,700.00",,,,,,,,
81-18-01-10-000,459 PUTNAM AVE,"$10,000.00",,,,,,,,
81-18-01-11-000,441 PUTNAM AVE,"$304,000.00",3,1901,16,3,1,8146,YES,2696
81-18-02-07-000,467 WOODLAWN AVE,"$74,100.00",,,,,,,,
81-18-02-10-000,531 WOODLAWN AVE,"$47,700.00",2,1901,6,2,0,3112,YES,778
81-18-02-12-000,537 WOODLAWN AVE,"$47,600.00",2,1901,4,2,0,2393,YES,1189
81-18-03-05-000,515 PUTNAM AVE,"$5,200.00",,,,,,,,
81-18-03-06-000,515 PUTNAM AVE,"$6,800.00",,,,,,,,
81-18-03-12-000,555 PUTNAM AVE,"$57,500.00",,,,,,,,
