parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-60-03-13-000,34 GREEN ST,"$2,400.00",,,,,,,,
81-60-03-16-000,46 GREEN ST,"$27,400.00",2,1900,2,1,0,950,YES,224
81-60-03-18-000,50 GREEN ST,$600.00,,,,,,,,
81-60-03-28-000,41 SOUTHARD AVE,"$64,600.00",1.5,1918,4,1,1,1976,YES,340
81-60-03-30-000,27 SOUTHARD AVE,"$3,600.00",,,,,,,,
81-61-01-13-000,221 WAYNE AVE,"$15,800.00",2,1901,3,1,0,1431,YES,240
81-61-01-15-000,235 HUGHES ST,$900.00,,,,,,,,
81-61-01-17-000,817 HUGHES ST,"$18,400.00",2,1901,4,1,0,1764,YES,392
81-57-03-83-000,1041 MARIETTA ST,"$1,400.00",,,,,,,,
81-57-03-94-000,115 13TH ST,$400.00,,,,,,,,
