parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-20-02-16-000,321 WASHINGTON ST,"$38,400.00",2,1901,4,1,1,3360,YES,1680
81-20-02-18-000,213 WOODLAWN AVE,"$2,500.00",,,,,,,,
81-20-02-19-000,WOODLAWN AVE,"$20,200.00",,,,,,,,
81-20-02-24-000,203 MUSKINGUM AVE,"$33,400.00",1.5,1901,2,1,0,1500,YES,750
81-44-03-04-000,1541 EASTVIEW AVE,"$1,100.00",,,,,,,,
81-44-03-08-000,1527 EASTVIEW AVE,"$42,300.00",1,1900,2,1,0,992,YES,448
81-44-03-11-000,1511 EASTVIEW AVE,"$28,000.00",1,1930,2,1,0,840,YES,840
81-44-04-01-000,1562 EASTVIEW AVE,"$15,000.00",2,1880,2,1,0,1328,YES,464
81-44-04-02-000,1562 EASTVIEW AVE,"$1,100.00",,,,,,,,
81-44-04-04-000,1548 EASTVIEW AVE,"$43,500.00",1,1910,3,1,0,996,YES,900
