parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-12-02-07-000,221 SEARLE ST,"$33,600.00",1,1949,2,1,0,975,YES,975
81-12-03-02-000,1303 LAKE DR,"$23,700.00",2,1901,5,2,0,2080,YES,698
81-12-03-04-000,1317 LAKE DR,"$31,700.00",2,1901,2,1,0,1024,YES,512
81-12-03-05-000,1323 LAKE DR,"$43,000.00",2,1901,2,1,0,1156,YES,240
81-12-04-01-000,224 SEARLE ST,"$45,100.00",2,1930,3,1,0,1420,YES,892
81-12-04-07-000,1445 JEWETT DR,"$52,700.00",1,1930,3,1,0,1026,YES,1026
81-12-04-10-000,1421 JEWETT DR,"$34,500.00",1.75,1943,3,1,0,1563,YES,936
81-12-04-13-000,1403 JEWETT DR,"$1,790.00",,,,,,,,
81-13-01-08-000,1246 JEWETT DR,"$3,500.00",,,,,,,,
81-13-01-11-000,1149 PARKER DR,"$35,400.00",1,1901,2,1,0,1023,YES,1023
