parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-06-02-31-000,923 MOXAHALA AVE,"$2,700.00",,,,,,,,
81-06-02-32-000,919 MOXAHALA AVE,"$2,100.00",,,,,,,,
81-07-01-01-000,1056 MOXAHALA AVE,"$4,000.00",,,,,,,,
81-07-01-12-000,1044 MOXAHALA AVE,"$2,200.00",,,,,,,,
81-07-01-13-000,1048 MOXAHALA AVE,"$16,700.00",2,1901,3,1,0,1408,YES,352
81-07-01-16-000,1060 MOXAHALA AVE,"$13,400.00",2,1901,3,1,0,1632,YES,816
81-07-01-20-000,1072 MOXAHALA AVE,"$16,200.00",2,1901,3,1,0,1408,YES,352
81-07-01-25-000,1043 MUSKINGUM AVE,"$2,500.00",,,,,,,,
81-07-01-29-000,1025 MUSKINGUM AVE,"$34,500.00",2,1900,2,1,0,1318,YES,272
81-07-01-33-000,1007 MUSKINGUM AVE,"$17,000.00",2,1901,2,1,0,1168,YES,256
