parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-47-02-03-000,1372 WHEELER RD,"$34,600.00",1,1901,2,1,0,1116,YES,720
81-47-02-06-000,1380 WHEELER RD,"$38,900.00",1,1901,2,1,0,1120,YES,1120
81-47-03-03-000,1367 STONE ST,$300.00,,,,,,,,
81-47-03-07-001,STONE ST,$100.00,,,,,,,,
81-47-03-11-000,1399 STONE ST,$600.00,,,,,,,,
81-47-03-14-000,CHARLES ST,$400.00,,,,,,,,
81-47-04-12-000,ST CHARLES ST,$700.00,,,,,,,,
81-47-04-14-000,ST CHARLES ST,$700.00,,,,,,,,
81-47-05-02-000,1444 ST JOHNS ST,$600.00,,,,,,,,
81-47-05-07-000,1436 ST JOHNS ST,"$17,600.00",1,1930,1,1,0,726,YES,363
