parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-49-01-17-000,FISHER LN,"$9,600.00",,,,,,,,
81-50-98-02-000,WAYNE AVE,$300.00,,,,,,,,
81-50-98-09-000,WAYNE AVE,$300.00,,,,,,,,
81-50-98-12-000,435 WAYNE AVE,"$87,700.00",2,1910,6,2,0,2932,YES,1390
81-50-99-03-000,420 WAYNE AVE,"$52,840.00",2,1901,6,2,0,3142,YES,1696
81-50-99-06-000,434 WAYNE AVE,"$39,800.00",1,1927,2,1,0,960,YES,960
81-50-99-09-000,454 WAYNE AVE,"$38,900.00",2,1901,6,2,0,3084,YES,1542
81-50-99-10-000,466 WAYNE AVE,"$42,800.00",1,1915,2,1,0,1111,YES,1111
81-50-99-14-000,480 WAYNE AVE,"$7,100.00",,,,,,,,
81-51-01-02-000,STILLWELL ST,"$9,400.00",,,,,,,,
