parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-59-01-01-000,1264 WHEELING AVE,"$68,700.00",2,1908,6,2,0,2640,YES,660
81-59-01-05-000,1248 WHEELING AVE,"$50,500.00",1,1901,3,1,0,1018,YES,509
81-59-01-06-000,1244 WHEELING AVE,"$49,800.00",1,1901,3,1,0,1482,YES,462
81-59-01-07-000,1238 WHEELING AVE,"$34,700.00",1.75,1900,3,1,0,1100,YES,240
81-59-01-08-000,1236 WHEELING AVE,"$47,300.00",1,1890,2,1,1,1154,YES,1131
81-59-01-11-000,1222 WHEELING AVE,"$18,700.00",1,1901,2,1,0,512,YES,512
81-59-01-14-000,1209 SWINGLE ST,"$32,300.00",1,1905,2,1,0,869,YES,322
81-59-02-02-000,1234 SWINGLE ST,"$11,200.00",1,1910,2,1,0,672,YES,672
81-59-02-04-000,1228 SWINGLE AVE,"$9,900.00",1,1901,1,0,1,392,YES,392
81-59-02-08-000,40 GLESSNER AVE,"$23,800.00",1,1910,2,1,0,1044,YES,522
