parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-58-02-43-000,998 GREENWOOD AVE,"$83,500.00",2,2004,4,2,0,1420,YES,680
81-58-02-45-000,1006 GREENWOOD AVE,"$85,900.00",2,2004,4,2,0,1430,YES,674
81-58-02-48-000,1013 SILLIMAN ST,"$83,500.00",2,2004,4,2,0,1420,YES,680
81-58-02-50-000,1001 SILLIMAN ST,"$84,500.00",,,,,,,,
81-58-02-19-000,937 SILLIMAN ST,"$21,200.00",2,1901,4,2,0,1918,YES,436
81-58-02-22-000,958 GREENWOOD AVE,"$136,180.00",1,1976,8,2,0,3508,YES,1754
81-58-02-23-000,GREENWOOD AVE,"$24,800.00",,,,,,,,
81-58-02-25-000,925 MAIN ST E,"$265,000.00",,,,,,,,
81-58-02-28-000,981 MAIN ST E,"$1,200.00",,,,,,,,
81-58-02-29-000,987 -989 E MAIN ST,"$21,000.00",2,1901,4,2,0,1644,YES,801
