parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-25-01-01-000,DILLON RD,"$1,000.00",,,,,,,,
81-26-01-01-000,ARCADIA LN,"$22,400.00",,,,,,,,
81-27-01-03-000,1162 WAYNE AVE,"$77,600.00",1,1901,3,1,1,1312,YES,656
81-18-02-11-000,WOODLAWN AVE,"$2,500.00",,,,,,,,
81-18-02-14-000,547 WOODLAWN AVE,$700.00,,,,,,,,
81-18-02-15-000,547 WOODLAWN AVE,"$41,100.00",2,1901,4,3,0,2022,YES,453
81-18-02-16-000,559 WOODLAWN AVE,"$30,400.00",2,1901,6,2,0,2082,YES,520
81-18-03-01-000,503 PUTNAM AVE,"$36,600.00",,,,,,,,
81-18-03-03-000,515 PUTNAM AVE,"$1,130,600.00",,,,,,,,
81-18-03-07-000,515 PUTNAM AVE,"$6,100.00",,,,,,,,
