parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-02-05-29-000,MUSKINGUM AVE,"$37,100.00",,,,,,,,
81-03-01-08-000,640 MOXAHALA AVE,"$34,100.00",2,1901,6,4,0,3618,YES,1779
81-03-01-10-000,652 MOXAHALA AVE,"$16,500.00",1,1901,3,1,0,1128,YES,564
81-03-01-13-000,23 VAN BUREN ST,"$20,500.00",2,1901,3,1,0,1120,YES,198
81-03-01-17-000,MUSKINGUM AVE,"$11,100.00",,,,,,,,
81-03-01-24-000,MUSKINGUM AVE,"$2,700.00",,,,,,,,
81-03-01-27-000,MUSKINGUM AVE,"$3,600.00",,,,,,,,
81-03-02-02-000,PUTNAM AVE,"$10,500.00",,,,,,,,
81-03-02-06-000,922 PUTNAM AVE,"$8,000.00",,,,,,,,
81-03-02-11-000,648 PUTNAM AVE,"$18,000.00",2,1901,3,1,0,1400,YES,350
