parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-07-02-06-000,1022 PUTNAM AVE,"$6,700.00",2,1901,3,1,0,1024,YES,256
81-07-02-19-000,1063 MOXAHALA AVE,"$26,400.00",1,1901,3,1,0,1188,YES,562
81-07-02-22-000,1045 MOXAHALA AVE,"$55,200.00",2,1901,3,1,0,1592,YES,398
81-07-02-26-000,1017 MOXAHALA AVE,"$25,800.00",2,1901,3,1,1,1608,YES,392
81-07-03-02-000,1037 PUTNAM AVE,"$16,300.00",2,1901,3,1,0,1800,YES,305
81-07-03-03-000,1043 PUTNAM AVE,"$17,300.00",2,1901,2,1,1,1639,YES,320
81-07-03-04-000,1051 PUTNAM AVE,"$2,700.00",,,,,,,,
81-06-02-01-000,104 PIERCE ST,"$23,900.00",2,1901,2,1,0,1056,YES,608
81-06-02-04-000,116 PIERCE ST,"$8,000.00",2,1901,4,1,0,1456,YES,364
81-06-02-07-000,PUTNAM AVE,"$666,600.00",,,,,,,,
