parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-12-02-12-000,1321 JEWETT DR,"$61,000.00",2,1901,4,1,1,2816,YES,704
81-12-03-01-000,1253 LAKE DR,"$23,400.00",1,1901,3,1,0,1274,YES,1274
81-13-01-05-000,1226 JEWETT DR,"$6,600.00",,,,,,,,
81-13-01-09-000,1236 JEWETT DR,"$16,400.00",2,1901,4,1,0,2032,YES,508
81-13-01-10-000,1230 JEWETT DR,"$24,400.00",2,1901,3,1,0,1628,YES,401
81-13-01-13-000,1145 PARKER DR,"$18,400.00",2,1901,2,1,0,1090,YES,512
81-13-02-01-000,1127 LAKE DR,"$9,800.00",2,1901,4,2,0,0,NO,0
81-13-02-08-000,1175 LAKE DR,"$26,700.00",1,1901,2,1,0,1076,YES,538
81-13-02-11-000,1207 LAKE DR,"$32,900.00",2,1901,3,1,0,1950,YES,233
81-14-01-03-000,1009 PUTNAM AVE,"$41,800.00",,,,,,,,
