parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-17-04-06-000,703 PUTNAM AVE,"$34,300.00",,,,,,,,
81-18-01-02-000,407 LASALLE ST,"$21,400.00",,,,,,,,
81-18-01-03-000,WOODLAWN AVE,"$13,000.00",,,,,,,,
81-18-01-05-000,WOODLAWN AVE,"$3,000.00",,,,,,,,
81-18-01-09-000,453 PUTNAM AVE,"$34,900.00",1,1901,0,1,0,1080,NO,0
81-18-02-01-000,417 WOODLAWN AVE,"$31,700.00",2,1901,6,2,0,2524,YES,1334
81-18-02-02-000,425 WOODLAWN AVE,"$89,840.00",2,1850,4,1,1,4136,YES,1840
81-18-02-08-000,513 WOODLAWN AVE,"$33,800.00",2,1901,3,2,0,2468,YES,992
81-18-02-13-000,543 WOODLAWN AVE,"$25,700.00",2,1901,4,1,0,1618,YES,644
81-18-03-10-000,543 PUTNAM AVE,,,,,,,,,
