parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-51-03-18-000,HUGHES ST,$700.00,,,,,,,,
81-51-03-19-000,822 HUGHES ST,$700.00,,,,,,,,
81-51-04-02-000,960 HUGHES ST,"$18,670.00",1,1901,2,1,0,1254,YES,1254
81-51-04-04-000,948 HUGHES ST,"$1,000.00",,,,,,,,
81-51-04-25-000,330 WAYNE AVE,$900.00,,,,,,,,
81-51-04-32-000,HUGHES ST,$100.00,,,,,,,,
81-52-01-06-000,1100 MARIETTA ST,"$1,300.00",,,,,,,,
81-52-01-10-000,MARIETTA ST,$100.00,,,,,,,,
81-52-01-14-000,MARIETTA ST,$100.00,,,,,,,,
81-52-01-24-000,1043 GRANT ST,$500.00,,,,,,,,
