parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-07-02-09-000,1034 PUTNAM AVE,"$19,600.00",2,1901,2,1,0,976,YES,217
81-07-02-10-000,1036 PUTNAM AVE,"$22,300.00",2,1901,2,1,0,1152,YES,240
81-07-02-20-000,1055 MOXAHALA AVE,"$15,200.00",2,1901,3,1,1,1670,YES,440
81-07-02-21-000,1051 MOXAHALA AVE,"$47,300.00",2,1901,4,2,0,2688,YES,192
81-07-03-11-000,1034 WOODLAWN AVE,"$18,200.00",2,1901,3,1,0,1126,YES,428
81-07-03-12-000,1028 WOODLAWN AVE,"$20,700.00",1,1901,3,1,0,1290,YES,568
81-08-01-10-000,1116 MOXAHALA AVE,"$23,550.00",1,1920,2,1,0,952,YES,476
81-08-01-12-000,1122 MOXAHALA AVE,"$22,580.00",2,1901,2,1,0,1184,YES,672
81-08-01-13-000,MOXAHALA AVE,"$2,800.00",,,,,,,,
81-08-01-16-000,1142 MOXAHALA AVE,"$28,200.00",2,1901,2,1,0,1036,YES,385
