parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-05-03-21-000,109 PIERCE ST,"$6,700.00",1,1901,2,1,0,860,YES,430
81-05-03-25-000,845 MOXAHALA AVE,"$28,400.00",2,1901,4,1,0,1896,YES,744
81-06-01-05-000,24 PIERCE ST,"$4,900.00",,,,,,,,
81-06-01-13-000,938 MOXAHALA AVE,"$4,300.00",,,,,,,,
81-06-01-18-000,958 MOXAHALA AVE,"$4,100.00",,,,,,,,
81-06-01-20-000,974 MOXAHALA AVE,"$4,300.00",,,,,,,,
81-04-02-23-000,127 HARRISON ST,"$7,000.00",,,,,,,,
81-04-02-25-000,115 HARRISON ST,"$16,900.00",1,1901,3,1,0,1020,YES,510
81-04-02-29-000,747 MOXAHALA AVE,"$15,300.00",2,1901,4,1,0,1902,YES,458
81-05-01-01-000,850 MUSKINGUM AVE,$900.00,,,,,,,,
