parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-35-02-01-000,1040 DILLON RD,"$88,000.00",2,1901,4,1,1,1908,YES,900
81-36-01-02-000,1306 DILLON RD,"$39,800.00",1,1975,3,1,0,1296,NO,0
81-36-01-03-000,910 CALVERT ST,"$86,100.00",1.5,1919,2,1,0,1344,YES,576
81-36-01-04-000,1292 DILLON RD,"$7,300.00",,,,,,,,
81-37-01-06-000,1394 COSGRAVE AVE,"$53,000.00",1,1901,3,1,0,1302,YES,1302
81-37-01-09-000,1362 COSGRAVE AVE,"$32,200.00",1,1969,2,1,0,760,NO,0
81-40-01-02-000,638 WAYNE AVE,"$33,600.00",1,1900,2,1,0,980,YES,980
81-40-01-05-000,616 WAYNE AVE,"$35,600.00",1,1901,2,1,0,852,YES,832
81-40-01-09-000,WAYNE AVE,$700.00,,,,,,,,
81-40-02-01-000,568 WAYNE AVE,"$1,300.00",,,,,,,,
