parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-45-01-24-000,482 WHITE OAK AVE,"$19,900.00",1,1940,1,1,0,484,YES,484
81-46-01-05-000,1510 SHARON AVE,"$67,800.00",2,1928,4,1,2,1540,YES,868
81-46-01-06-000,1504 SHARON AVE,"$72,700.00",1.5,1931,3,2,0,1854,YES,1126
81-46-01-07-000,320 JORDAN AVE,"$46,900.00",1,1930,2,1,0,896,YES,896
81-46-01-08-000,324 JORDAN AVE,"$65,600.00",2,1928,2,1,0,1144,YES,668
81-46-01-10-000,336 JORDAN AVE,"$42,200.00",1,1940,2,1,0,832,YES,832
81-46-01-13-000,348 JORDAN AVE,"$59,900.00",1,1928,2,2,0,780,YES,780
81-44-01-02-000,529 DOWNARD RD,"$38,300.00",1,1900,2,1,0,944,YES,324
81-44-01-05-000,1603 BENNETT AVE,"$18,800.00",,,,,,,,
81-44-01-08-000,575 DOWNARD RD,"$30,900.00",2,1890,2,1,0,1290,YES,540
