parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-18-03-13-000,556 WOODLAWN AVE,"$25,200.00",2,1901,2,1,0,1152,YES,480
81-18-03-14-000,552 WOODLAWN AVE,"$2,500.00",,,,,,,,
81-17-03-26-000,625 PUTNAM AVE,"$5,500.00",,,,,,,,
81-17-03-27-000,625 PUTNAM AVE,"$10,200.00",,,,,,,,
81-17-03-31-000,607 PUTNAM AVE,"$22,000.00",,,,,,,,
81-17-04-03-000,230 VAN BUREN ST,"$41,800.00",2,1901,6,2,0,2112,YES,448
81-17-04-08-000,721 PUTNAM AVE,"$75,000.00",,,,,,,,
81-18-01-07-000,458 WOODLAWN AVE,"$17,500.00",,,,,,,,
81-18-03-02-000,218 JEFFERSON ST,"$7,000.00",,,,,,,,
81-18-03-04-000,517 PUTNAM AVE,"$11,800.00",,,,,,,,
