parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-12-04-05-000,1414 LAKE DR,"$26,300.00",2,1901,3,1,0,1374,YES,672
81-12-04-06-000,1418 LAKE DR,"$30,900.00",1,1940,2,1,0,886,YES,886
81-12-04-09-000,1433 JEWETT DR,"$40,800.00",2,1901,4,1,0,2333,YES,843
81-12-04-11-000,1415 JEWETT DR,"$39,100.00",2,1901,4,2,0,1838,YES,734
81-12-04-12-000,1407 JEWETT DR,"$15,900.00",2,1901,4,1,0,1620,YES,405
81-13-01-02-000,1148 LAKE DR,"$37,200.00",1,1901,5,2,0,960,YES,936
81-13-01-03-000,1168 LAKE DR,"$62,600.00",1,2007,3,2,0,1296,NO,0
81-13-03-04-000,1246 LAKE DR,"$31,600.00",2,1922,3,1,0,1787,YES,840
81-13-03-05-000,1307 JEWETT DR,"$18,800.00",2,1901,3,1,0,1268,YES,542
81-14-01-01-000,1018 MAYSVILLE AVE,"$14,400.00",,,,,,,,
