parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
17-19-01-82-550,3728 COLONY HILL DR,"$121,600.00",1,2004,3,2,0,1152,NO,0
17-19-01-84-550,3742 COLONY HILL DR,"$96,600.00",1,2004,2,1,0,864,NO,0
17-19-01-90-550,3760 COLONY HILL DR,"$105,200.00",1,2004,2,2,0,912,NO,0
17-19-03-01-000,MAPLE AVE,"$20,400.00",,,,,,,,
17-07-01-10-003,FAIRVIEW RD,"$38,900.00",,,,,,,,
17-19-01-05-550,3737 LEASURE CT S,"$116,200.00",1,1998,2,2,0,1100,NO,0
17-19-01-13-550,3703 LEASURE CT S,"$131,500.00",1,1999,3,2,0,1450,NO,0
17-19-01-25-562,3784 COLONY HILL DR,"$116,200.00",1,2000,3,2,0,1100,NO,0
17-19-01-29-566,3768 COLONY HILL DR,"$116,200.00",1,2000,3,2,0,1100,NO,0
17-19-01-37-001,FRAZEYSBURG RD,"$498,600.00",1,2005,3,3,2,3584,YES,3584
