parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-56-02-06-000,DAVIS ST,$700.00,,,,,,,,
81-56-02-07-000,1264 DAVIS ST,"$1,700.00",,,,,,,,
81-56-02-12-000,1251 MOORE ST,"$33,300.00",,,,,,,,
81-56-03-02-000,MOORE ST,$700.00,,,,,,,,
81-56-03-05-000,MOORE ST,$700.00,,,,,,,,
81-56-03-06-000,MOORE ST,"$2,000.00",,,,,,,,
81-56-03-07-000,1173 MOORE ST,"$9,600.00",1,1940,1,1,0,476,NO,0
81-56-03-10-000,MOORE ST,"$1,600.00",,,,,,,,
81-56-03-12-000,MARIETTA ST,$600.00,,,,,,,,
81-56-03-18-000,115 13TH ST,$100.00,,,,,,,,
