parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-59-02-10-000,52 GLESSNER AVE,"$33,300.00",1,1900,2,1,0,1022,YES,375
81-59-03-05-000,39 GLESSNER AVE,"$8,000.00",1,1901,1,1,0,726,YES,726
81-59-03-08-000,19 GLESSNER AVE,"$12,700.00",1,1901,2,1,0,840,YES,840
81-59-03-11-000,1212 WHEELING AVE,"$42,500.00",2,1914,4,2,0,2384,YES,476
81-59-03-12-000,1208 WHEELING AVE,"$21,300.00",1.5,1920,4,2,1,2016,YES,504
81-59-03-14-000,1188 WHEELING AVE,"$3,100.00",,,,,,,,
81-59-03-17-000,1168 WHEELING AVE,"$1,500.00",,,,,,,,
81-59-03-22-000,1152 WHEELING AVE,"$2,700.00",,,,,,,,
81-59-03-23-000,1132 WHEELING AVE,"$16,500.00",1,1880,2,1,0,1056,YES,418
81-59-03-24-000,1130 WHEELING AVE,"$16,100.00",1,1901,1,1,0,572,YES,286
