parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-11-03-01-000,345 ARTHUR ST,"$321,500.00",,,,,,,,
81-11-03-02-000,LAKE DR,"$3,700.00",,,,,,,,
81-12-01-02-000,1316 JEWETT DR,"$41,700.00",2,1901,4,2,0,2380,YES,952
81-12-01-06-000,1324 JEWETT DR,"$2,060.00",,,,,,,,
81-12-01-10-000,1343 WOODLAWN AVE,"$10,300.00",1,1901,2,1,0,572,NO,0
81-12-01-13-000,1349 WOODLAWN AVE,"$16,300.00",1,1901,2,1,0,572,YES,572
81-12-02-03-000,1316 LAKE DR,"$29,900.00",2,1901,2,1,0,1432,YES,568
81-12-02-05-000,1330 LAKE DR,"$28,300.00",2,1901,3,2,0,1791,YES,425
81-12-02-09-000,1343 JEWETT DR,"$29,100.00",2,1901,3,1,0,1472,YES,736
81-12-02-11-000,1329 JEWETT DR,"$27,600.00",2,1930,4,2,0,1584,YES,792
