parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-08-03-19-000,1121 PUTNAM AVE,"$26,600.00",2,1901,3,1,1,1600,YES,704
81-08-04-01-000,1203 PUTNAM AVE,"$36,200.00",2,1901,3,1,0,1852,YES,800
81-08-04-08-000,1226 WOODLAWN AVE,"$16,100.00",2,1901,2,1,0,1072,YES,328
81-08-04-12-000,1240 WOODLAWN AVE,"$28,650.00",1,1930,2,1,0,868,YES,434
81-08-04-19-000,1223 PUTNAM AVE,"$16,300.00",2,1901,3,1,0,1330,YES,364
81-08-04-21-000,1217 PUTNAM AVE,"$27,400.00",2,1901,2,1,0,1266,YES,519
81-08-05-14-000,1236 PUTNAM AVE,"$15,100.00",2,1901,2,1,0,1204,YES,224
81-08-05-15-000,1238 PUTNAM AVE,"$32,000.00",2,1901,3,1,1,1148,YES,84
81-08-06-02-000,14 JOHNSON ST,"$10,500.00",1,1930,1,1,0,690,YES,345
81-08-06-11-000,1246 MOXAHALA AVE,"$50,400.00",2,1901,3,1,0,1344,YES,832
