parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-12-01-11-000,1342 JEWETT DR,"$37,000.00",1,1901,2,1,0,972,YES,972
81-12-01-12-000,1348 JEWETT DR,"$32,090.00",2,1939,3,1,1,1456,YES,728
81-12-01-14-000,WOODLAWN AVE,"$1,200.00",,,,,,,,
81-12-01-17-000,1414 JEWETT DR,"$28,800.00",2,1901,3,1,0,1386,YES,728
81-12-02-08-000,215 SEARLE ST,"$26,200.00",1,1901,2,1,0,952,YES,952
81-12-02-13-000,1313 JEWETT DR,"$12,500.00",2,1901,4,1,0,1512,YES,378
81-12-03-03-000,1311 LAKE DR,"$32,000.00",1,1930,3,1,0,1028,YES,1008
81-12-03-06-000,1333 LAKE DR,"$58,100.00",1,1949,3,1,0,1056,YES,1056
81-12-04-02-000,1406 LAKE DR,"$18,200.00",1,1901,3,1,0,900,YES,888
81-12-04-04-000,1410 LAKE DR,"$3,100.00",,,,,,,,
