parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-02-04-10-000,550 PUTNAM AVE,"$24,400.00",2,1820,0,0,0,3102,YES,775
81-02-04-14-000,109 MADISON ST,"$7,100.00",,,,,,,,
44-52-01-37-550,5389 WELLINGTON PL,"$165,400.00",1,2011,2,2,0,1532,NO,0
44-52-01-39-550,5383 WELLINGTON PL,"$141,400.00",1,2011,2,2,0,1130,NO,0
44-52-01-42-550,5334 W SHEFFIELD CIR,"$175,900.00",1,2013,2,2,0,1692,NO,0
44-52-01-51-550,5382 WELLINGTON PLACE,"$183,200.00",1,2014,3,2,0,1816,NO,0
44-52-01-56-550,5326 E SHEFFIELD CIR,"$189,500.00",1,2015,2,2,0,1976,NO,0
44-52-01-58-550,5324 E SHEFFIELD CIR,"$191,600.00",1,2015,2,2,0,1976,NO,0
44-52-01-59-550,5322 E SHEFFIELD CIR,"$189,700.00",1,2015,2,2,0,1976,NO,0
44-52-01-65-550,5348 E SHEFFIELD CIR,"$27,500.00",,,,,,,,
