parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
17-75-05-05-000,2343 OLD FARM CT,"$234,900.00",1,1997,2,2,1,2154,YES,2154
17-75-05-20-000,2417 OAK MEADOW LN,"$621,200.00",2,1998,3,5,1,3580,YES,2770
17-75-05-23-000,2404 OAK MEADOW LN,"$523,800.00",1,2001,2,3,1,2798,YES,2798
17-75-05-24-000,OAK MEADOW LN,"$70,020.00",,,,,,,,
17-75-05-27-000,OAK MEADOW LN,$300.00,,,,,,,,
17-76-02-05-001,1805 ADAMS LN,"$246,800.00",,,,,,,,
44-52-01-04-001,NORTHPOINTE RD,"$231,420.00",,,,,,,,
44-52-01-20-550,5368 E SHEFFIELD CR,"$140,000.00",1,2008,2,2,0,1410,NO,0
44-52-01-23-550,5362 E SHEFFIELD CIR,"$162,000.00",1,2008,3,2,1,1375,NO,0
44-52-01-29-550,5314 W SHEFFIELD CIR,"$176,900.00",1,2008,2,5,0,1410,NO,0
