parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-04-02-14-000,730 PUTNAM AVE,"$153,200.00",,,,,,,,
81-04-02-36-000,713 MOXAHALA AVE,"$29,700.00",2,1900,4,2,0,1910,YES,442
81-05-02-02-000,MOXAHALA AVE,"$3,500.00",,,,,,,,
81-05-02-04-000,822 MOXAHALA AVE,"$25,100.00",2,1901,4,2,0,1944,YES,416
81-05-02-09-000,850 MOXAHALA AVE,"$10,600.00",,,,,,,,
81-05-02-14-000,17 PIERCE ST,"$23,000.00",2,1901,3,1,0,1369,YES,304
81-05-02-15-000,15 PIERCE ST,"$32,300.00",2,1901,2,1,0,1357,YES,422
81-05-02-21-000,18 HARRISON ST,"$116,100.00",,,,,,,,
81-05-03-07-000,814 PUTNAM AVE,"$21,900.00",,,,,,,,
81-05-03-15-000,856 PUTNAM AVE,"$21,700.00",2,1901,3,1,1,1740,YES,870
