parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-09-06-09-000,CITY HALL,"$4,100.00",,,,,,,,
81-10-02-06-000,1625 MOXAHALA AVE,"$85,700.00",,,,,,,,
81-10-02-08-000,MOXAHALA AVE,"$4,900.00",,,,,,,,
81-07-02-25-000,1023 MOXAHALA AVE,"$21,500.00",2,1901,4,2,0,2024,YES,1200
81-07-03-07-000,1063 PUTNAM AVE,"$7,900.00",1,1901,2,1,0,872,NO,0
81-07-03-10-000,1040 WOODLAWN AVE,"$28,600.00",1,1901,3,1,0,1242,YES,621
81-07-03-16-000,1004 WOODLAWN AVE,"$22,400.00",2,1901,3,1,0,1380,YES,270
81-08-01-11-000,1120 MOXAHALA AVE,"$9,380.00",1,1901,2,1,0,848,YES,424
81-08-02-06-000,1126 PUTNAM AVE,"$24,900.00",2,1901,3,1,0,1745,YES,400
81-08-02-07-000,1130 PUTNAM AVE,"$28,700.00",2,1901,3,1,0,1536,YES,384
