parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-35-01-01-000,1085 DILLON RD,"$77,400.00",1,1994,3,2,0,1404,YES,1404
81-35-01-09-000,1200 DILLON RD,"$16,500.00",1,1901,1,1,0,648,YES,156
81-37-01-10-000,588 HAESSLER AVE,"$76,600.00",1,1973,3,1,1,1288,NO,0
81-37-01-13-000,599 HAESSLER AVE,"$174,300.00",1,2004,3,2,0,2482,YES,2482
81-40-01-03-001,WAYNE AVE,"$2,500.00",,,,,,,,
81-40-01-04-000,604 WAYNE AVE,"$39,700.00",1,1928,3,1,0,842,YES,842
81-40-01-06-000,WAYNE AVE,$600.00,,,,,,,,
81-40-03-01-000,707 WAYNE AVE,"$1,600.00",,,,,,,,
81-40-03-04-000,WAYNE AVE,"$1,400.00",,,,,,,,
81-40-03-08-000,WAYNE AVE,"$3,300.00",,,,,,,,
