parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-09-03-12-000,1350 WOODLAWN AVE,"$163,400.00",,,,,,,,
81-09-03-15-000,PUTNAM AVE,"$103,600.00",,,,,,,,
81-09-03-20-000,1323 PUTNAM AVE,"$22,500.00",1,1901,2,1,0,938,YES,469
81-09-03-22-000,1311 PUTNAM AVE,"$2,700.00",,,,,,,,
81-09-04-02-000,220 HAYES ST,"$13,900.00",1,1901,2,1,0,1008,YES,504
81-09-05-08-000,126 ONTARIO ST,"$145,300.00",,,,,,,,
81-09-05-09-000,1436 PUTNAM AVE,"$29,400.00",2,1901,6,2,0,2280,YES,840
81-09-05-10-000,1444 PUTNAM AVE,"$22,500.00",2,1901,2,1,0,1085,YES,413
81-09-06-05-000,CITY HALL,"$2,300.00",,,,,,,,
81-09-06-08-001,NOT ON FILE,"$2,700.00",,,,,,,,
