parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
17-19-03-05-000,3941 TARYN TRACE,"$851,260.00",,,,,,,,
17-19-03-05-005,NORTHPOINTE DR,"$223,000.00",,,,,,,,
17-19-03-05-009,FRAZEYSBURG RD,"$857,200.00",,,,,,,,
17-19-03-05-706,3825 GORSKY DR,"$628,100.00",,,,,,,,
17-19-03-41-000,1450 COLBURN DR,"$231,400.00",2,2003,4,2,1,2520,YES,1260
17-19-03-42-000,1444 COLBURN DR,"$229,500.00",2,2000,4,2,1,2800,YES,1320
17-19-03-45-000,1410 COLBURN DR,"$246,200.00",1,2004,4,3,0,1872,YES,1872
17-19-03-48-000,1383 COLBURN DR,$0.00,1,2016,3,2,1,2456,YES,2456
17-19-03-49-000,1412 BART LN,"$259,300.00",1,2006,3,3,1,2680,YES,2680
17-19-03-63-000,1366 COLBURN DR,"$241,800.00",1,2015,4,2,1,2081,YES,2081
