parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-28-01-08-000,980 WAYNE AVE,"$45,700.00",1,1940,2,1,0,816,YES,816
81-28-02-02-001,1088 WAYNE AVE,"$204,800.00",1.5,1865,4,2,1,4220,NO,0
81-30-01-01-000,1071 ARCADIA LN,"$54,800.00",1,1941,2,1,0,1429,YES,1183
81-20-02-02-000,135 MUSKINGUM AVE,"$26,700.00",,,,,,,,
81-20-02-06-000,223 HAZLETT CT,"$22,300.00",2,1901,2,1,0,1230,YES,256
81-20-02-07-000,225 HAZLETT CT,"$14,100.00",2,1901,3,1,0,1248,YES,256
81-20-02-10-000,235 HAZLETT CT,"$13,400.00",2,1901,2,1,0,1076,YES,448
81-20-02-11-000,239 HAZLETT CT,"$1,100.00",,,,,,,,
81-20-02-12-000,337 WASHINGTON ST,"$31,900.00",2,1901,4,2,1,2536,YES,512
81-20-02-13-000,333 WASHINGTON ST,"$35,800.00",2,1901,2,1,0,1432,YES,140
