parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-04-01-14-000,719 MUSKINGUM AVE,"$15,900.00",1,1901,2,1,0,711,YES,288
81-04-02-02-000,VAN BUREN ST,"$1,800.00",,,,,,,,
81-04-02-04-000,120 VAN BUREN,"$8,900.00",1,1901,2,1,0,952,YES,423
81-04-02-06-000,704 PUTNAM AVE,"$13,300.00",2,1901,4,2,0,2304,YES,720
81-04-02-09-000,PUTNAM AVE,"$2,200.00",,,,,,,,
81-04-02-10-000,716 PUTNAM AVE,"$23,300.00",2,1901,2,1,0,1132,YES,551
81-04-02-24-000,117 HARRISON ST,"$16,300.00",2,1901,3,1,0,723,YES,132
81-04-02-27-000,763 MOXAHALA AVE,"$18,200.00",2,1901,3,1,0,1420,YES,290
81-04-02-28-000,755 MOXAHALA AVE,"$16,800.00",2,1901,4,1,1,1572,YES,280
81-04-02-31-000,741 MOXAHALA AVE,"$1,800.00",,,,,,,,
