parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-44-04-11-000,1524 EASTVIEW AVE,"$9,090.00",,,,,,,,
81-44-05-03-000,627 DOWNARD RD,"$43,900.00",1,1952,3,1,0,864,YES,864
81-44-05-14-000,BENNETT AVE,$300.00,,,,,,,,
81-45-01-05-000,350 WHITE OAK AVE,"$49,300.00",1.5,1901,3,1,0,1616,YES,704
81-45-01-11-000,412 WHITE OAK AVE,"$37,500.00",1,1910,2,1,0,684,YES,684
81-45-01-16-000,450 WHITE OAK AVE,"$1,600.00",,,,,,,,
81-45-01-21-000,468 WHITE OAK AVE,"$48,800.00",1,1938,2,1,0,832,YES,832
81-46-01-02-000,1526 SHARON AVE,"$63,400.00",1,1926,3,1,0,1008,YES,1008
81-46-01-04-000,1522 SHARON AVE,"$1,500.00",,,,,,,,
81-46-01-09-000,330 JORDAN AVE,"$39,100.00",1,1938,3,1,0,980,YES,980
