parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-08-04-04-000,1210 WOODLAWN AVE,"$39,900.00",2,1901,2,1,0,1210,YES,258
81-08-04-07-000,1222 WOODLAWN AVE,"$18,400.00",2,1901,3,1,0,1312,YES,256
81-08-04-10-000,1232 WOODLAWN AVE,"$2,700.00",,,,,,,,
81-08-04-11-000,1236 WOODLAWN AVE,"$15,500.00",2,1901,2,1,0,1216,YES,472
81-08-04-14-000,219 HOOVER ST,"$20,600.00",2,1901,2,1,0,840,YES,420
81-08-04-15-000,1247 PUTNAM AVE,"$27,700.00",1,1901,1,1,0,742,YES,443
81-08-05-03-000,116 JOHNSON ST,"$46,200.00",2,1901,3,1,0,1248,YES,624
81-08-05-05-000,1210 PUTNAM AVE,"$18,100.00",2,1901,2,1,0,1276,YES,252
81-08-05-06-000,PUTNAM AVE,"$1,800.00",,,,,,,,
81-08-05-07-000,1214 PUTNAM AVE,"$15,200.00",2,1901,2,1,0,1216,YES,448
