parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-20-02-08-000,227 HAZLETT CT,$900.00,,,,,,,,
81-20-02-22-000,217 MUSKINGUM AVE,"$16,400.00",1,1940,2,1,0,758,NO,0
81-20-03-02-000,223 WASHINGTON ST,"$21,500.00",2,1901,3,2,0,1680,YES,840
81-21-00-00-800,MOXAHALA AVE,"$1,700.00",,,,,,,,
81-21-01-01-001,1606 MOXAHALA AVE,"$166,500.00",,,,,,,,
81-21-01-04-000,PUTNAM & CLEVELAND,"$5,600.00",,,,,,,,
81-21-01-06-000,1705 MOXAHALA AVE,"$1,147,800.00",,,,,,,,
81-21-01-07-000,MOXAHALA AVE & RT 555,"$37,400.00",,,,,,,,
81-18-03-20-000,236 JEFFERSON ST,"$6,800.00",,,,,,,,
81-19-02-04-000,328 WOODLAWN AVE,$500.00,,,,,,,,
