parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-08-05-10-000,1222 PUTNAM AVE,"$1,800.00",,,,,,,,
81-08-05-11-000,1222 PUTNAM AVE,"$27,600.00",2,1901,3,1,0,1344,YES,432
81-08-05-12-000,1228 PUTNAM AVE,"$16,000.00",2,1901,2,0,1,1148,YES,434
81-08-05-16-000,1242 PUTNAM AVE,"$5,700.00",,,,,,,,
81-08-05-19-000,1243 MOXAHALA AVE,"$30,300.00",2,1930,2,1,0,1136,YES,652
81-08-05-20-000,1237 MOXAHALA AVE,"$13,200.00",2,1930,2,0,0,1136,YES,410
81-08-05-21-000,1229 MOXAHALA AVE,"$2,700.00",,,,,,,,
81-08-02-14-000,1141 MOXAHALA AVE,"$36,800.00",2,1920,3,1,0,1372,YES,696
81-08-02-15-000,1139 MOXAHALA AVE,"$32,400.00",2,1901,3,1,0,1220,YES,385
81-08-03-02-000,1102 WOODLAWN AVE,"$35,900.00",2,1901,2,1,0,1280,YES,490
