parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
17-19-01-41-550,3709 COLONY HILL DR,"$96,600.00",1,2004,2,1,0,864,NO,0
17-19-01-44-550,3691 COLONY HILL DR,"$101,400.00",1,2004,2,2,0,912,NO,0
17-19-01-47-550,3695 COLONY HILL DR,"$88,500.00",1,2004,2,1,0,864,NO,0
17-19-01-57-550,3552 COLONY HILL DR,"$121,600.00",1,2004,3,2,0,1152,NO,0
17-19-01-60-550,3670 COLONY HILL DR,"$96,000.00",1,2004,2,2,0,912,NO,0
17-19-01-66-550,3678 COLONY HILL DR,"$101,400.00",1,2004,2,2,0,912,NO,0
17-19-01-69-550,3698 COLONY HILL DR,"$96,600.00",1,2004,2,1,0,864,NO,0
17-19-01-77-550,3716 COLONY HILL DR,"$121,600.00",1,2004,3,2,0,1152,NO,0
17-19-01-79-550,3730 COLONY HILL DR,"$96,600.00",1,2004,2,1,0,864,NO,0
17-19-01-85-550,3746 COLONY HILL DR,"$105,200.00",1,2004,2,2,0,912,NO,0
