parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-06-01-25-000,943 MUSKINGUM AVE,"$4,600.00",,,,,,,,
81-03-01-14-000,VAN BUREN ST,"$2,700.00",,,,,,,,
81-03-01-16-000,7 VAN BUREN ST,"$7,100.00",2,1901,3,1,0,1540,YES,336
81-03-01-21-000,MUSKINGUM AVE,"$2,700.00",,,,,,,,
81-03-01-29-000,MUSKINGUM AVE,"$5,300.00",,,,,,,,
81-03-02-01-000,MADISON CORNER,"$10,900.00",,,,,,,,
81-03-02-13-000,656 PUTNAM REAR AVE,"$12,100.00",,,,,,,,
81-03-02-15-000,664 PUTNAM AVE,"$11,200.00",1,1901,2,1,0,918,YES,918
81-04-01-07-000,716 MOXAHALA AVE,"$26,100.00",1,1901,2,1,0,1534,YES,767
81-04-01-11-000,733 MUSKINGUM AVE,"$126,200.00",,,,,,,,
