parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-06-01-17-000,956 MOXAHALA AVE,"$4,000.00",,,,,,,,
81-06-01-21-000,965 MUSKINGUM AVE,"$4,500.00",,,,,,,,
81-06-01-22-000,963 MUSKINGUM AVE,"$4,700.00",,,,,,,,
81-06-01-30-000,919 MUSKINGUM AVE,"$25,000.00",1,1901,3,1,0,1148,YES,574
81-06-02-05-000,126 PIERCE ST,"$40,200.00",2,1901,3,3,0,2098,YES,1073
81-06-02-18-000,950 PUTNAM AVE,"$15,900.00",2,1901,3,1,0,1154,YES,448
81-06-02-21-000,129 ELMORE ST,"$11,700.00",2,1901,6,1,0,2600,YES,558
81-06-02-24-000,957 MOXAHALA AVE,"$25,800.00",2,1901,2,1,0,1237,YES,370
81-06-02-26-000,947 MOXAHALA AVE,"$13,900.00",1,1901,2,1,0,645,YES,322
81-06-02-30-000,MOXAHALA AVE,"$2,600.00",,,,,,,,
