parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-49-01-18-700,341 FISHERS LN,"$7,700.00",,,,,,,,
81-50-98-03-000,407 WAYNE AVE,$900.00,,,,,,,,
81-50-98-11-000,WAYNE AVE,"$3,400.00",,,,,,,,
81-50-98-15-000,455 WAYNE AVE,"$60,800.00",1,2003,3,2,0,1620,NO,0
81-50-99-05-000,430 WAYNE AVE,"$31,100.00",2,1926,3,1,0,1520,YES,720
81-51-03-03-000,335 WAYNE AVE,"$40,600.00",2,1915,4,1,0,1456,YES,784
81-51-03-06-000,321 WAYNE AVE,"$18,800.00",1,1928,2,1,0,1120,YES,1120
81-51-03-10-000,320 N 8TH ST,"$24,900.00",1,1948,4,1,0,1346,YES,1346
81-51-03-13-000,ALLEY HUGHES ST,$700.00,,,,,,,,
81-51-03-16-000,808 HUGHES ST,"$25,000.00",1.5,1901,2,1,0,1152,YES,288
