parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-08-06-15-000,1225 MUSKINGUM AVE,"$32,700.00",1,1920,1,1,0,668,NO,0
81-09-01-01-000,1302 MOXAHALA AVE,"$14,000.00",2,1901,2,1,0,1372,YES,637
81-09-01-04-000,1314 MOXAHALA AVE,"$27,200.00",2,1901,2,1,0,992,YES,248
81-09-01-05-000,1318 MOXAHALA AVE,"$32,300.00",2,1901,2,1,0,1134,YES,462
81-09-01-11-000,11 HAYES ST,"$42,400.00",,,,,,,,
81-09-01-16-000,1313 MUSKINGUM AVE,"$2,400.00",,,,,,,,
81-09-02-01-000,GRANT ST,"$11,900.00",,,,,,,,
81-09-02-04-000,PUTNAM AVE,"$36,200.00",,,,,,,,
81-09-03-06-000,1318 WOODLAWN AVE,"$1,100.00",,,,,,,,
81-09-03-07-000,1322 WOODLAWN AVE,"$19,900.00",2,1901,2,1,0,868,YES,217
