parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-09-03-01-700,MOXAHALA AVE,"$1,500.00",,,,,,,,
81-10-02-09-000,MOXAHALA AVE,"$4,900.00",,,,,,,,
81-10-02-10-000,MOXAHALA AVE,"$4,900.00",,,,,,,,
81-10-02-13-000,1639 MOXAHALA AVE,"$3,200.00",,,,,,,,
81-10-02-13-001,MOXAHALA AVE,$400.00,,,,,,,,
81-10-03-04-000,1511 PUTNAM AVE,"$27,100.00",2,1901,2,1,0,1248,YES,480
81-10-03-13-000,1535 PUTNAM AVE,"$32,700.00",2,1901,2,1,0,1312,YES,240
81-10-03-14-000,1541 PUTNAM AVE,"$17,000.00",1,1901,2,1,0,860,YES,640
81-10-04-04-000,1615 PUTNAM AVE,"$29,500.00",1,1920,2,1,0,916,YES,916
81-10-05-03-000,PUTNAM AVE,"$2,000.00",,,,,,,,
