parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-07-03-01-000,1033 PUTNAM AVE,"$38,700.00",2,1901,3,1,0,1356,NO,0
81-07-03-08-000,1069 PUTNAM AVE,"$40,400.00",2,1901,4,2,0,1962,YES,490
81-07-03-14-000,1014 WOODLAWN AVE,"$19,600.00",2,1901,3,2,0,1648,YES,400
81-07-03-15-000,1012 WOODLAWN AVE,"$38,500.00",1,1901,2,1,0,1296,YES,468
81-08-01-07-000,1102 MOXAHALA AVE,"$10,700.00",2,1890,3,2,0,1771,YES,667
81-08-01-08-000,1104 MOXAHALA AVE,"$15,100.00",2,1901,2,1,0,1190,YES,728
81-08-01-14-000,MOXAHALA AVE,"$2,800.00",,,,,,,,
81-08-01-15-000,1140 MOXAHALA AVE,"$19,800.00",2,1901,2,0,1,868,YES,217
81-08-02-01-000,120 LINCOLN ST,"$51,200.00",2,1901,3,1,0,1440,YES,672
81-08-02-17-000,1133 MOXAHALA AVE,"$22,000.00",2,1901,2,1,0,1032,YES,378
