parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-01-03-04-000,414 PUTNAM AVE,"$70,200.00",,,,,,,,
81-01-04-01-000,428 MOXAHALA AVE,"$56,300.00",2,1900,0,2,0,3682,YES,1262
81-02-01-01-000,MUSKINGUM AVE,"$1,400.00",,,,,,,,
81-02-01-02-000,MUSKINGUM AVE,"$1,500.00",,,,,,,,
81-02-02-03-000,452 MOXAHALA AVE,"$45,900.00",2,1872,6,6,0,3979,YES,789
81-02-02-04-000,458 MOXAHALA AVE,"$7,600.00",1,1880,2,1,0,1075,YES,488
81-02-03-07-000,113 JEFFERSON ST,"$101,500.00",2.5,1803,6,3,2,4821,YES,756
81-02-03-10-000,449 MOXAHALA AVE,"$39,500.00",2,1901,6,3,0,2866,YES,706
81-02-04-06-001,522 PUTNAM AVE,"$5,700.00",,,,,,,,
81-02-04-07-000,538 PUTNAM AVE,"$7,300.00",,,,,,,,
