parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea
81-08-06-12-000,1263 MUSKINGUM AVE,"$31,400.00",1,1901,2,1,0,1144,YES,492
81-08-06-13-000,1263 MUSKINGUM AVE,"$4,800.00",,,,,,,,
81-08-06-14-000,1229 MUSKINGUM AVE,"$9,700.00",1,1959,2,1,0,460,NO,0
81-08-06-17-000,1209 MUSKINGUM AVE,"$9,400.00",,,,,,,,
81-09-01-08-000,1330 MOXAHALA AVE,"$2,800.00",,,,,,,,
81-09-01-10-000,MOXAHALA AVE,"$4,300.00",,,,,,,,
81-09-03-05-000,1316 WOODLAWN AVE,"$31,600.00",2,1901,2,2,0,1092,YES,217
81-09-03-09-000,1324 WOODLAWN AVE,"$2,700.00",,,,,,,,
81-09-03-17-000,1335 PUTNAM AVE,"$17,200.00",2,1901,2,1,0,1204,YES,532
81-09-03-19-000,1327 PUTNAM AVE,"$2,500.00",,,,,,,,
